V1,V2,V3,V4,V5,V6,V7,Class
5,1,27387,27383,45311,121603,45065,3
5,1,30291,30287,130885,51328,112955,4
3,2,146111,146090,36517,68420,42258,8
2,3,82984,82970,58376,69372,147333,3
1,3,125340,125322,157618,27119,77993,4
3,2,135562,135542,51865,105710,70964,10
2,3,79333,79319,123904,125798,144505,3
5,3,16996,16993,25099,108430,150795,10
3,1,140584,140564,125668,32611,26436,4
2,3,87568,87554,36628,121934,114338,10
2,4,99377,99361,141310,130673,132516,4
5,1,27742,27738,108802,49927,38710,4
5,4,42370,42362,37404,148429,137466,10
3,3,158697,158672,86384,134393,122966,7
4,4,51035,51027,35546,101509,157790,10
1,3,123813,123795,158943,13613,60147,4
2,4,104989,104972,19241,125557,142454,10
2,2,84366,84352,75618,129487,79090,4
4,1,51712,51704,75344,13444,93074,7
1,4,126734,126714,118400,129902,118821,2
3,1,154019,153996,61533,137306,105404,4
1,1,120788,120770,139254,113336,90271,9
5,3,5451,5451,93428,99314,135456,3
4,4,57230,57219,31461,120230,31310,4
1,1,123153,123135,78149,71771,70236,7
2,2,93356,93341,38200,102483,11648,3
4,3,52596,52588,150983,36470,27248,4
5,3,6802,6802,131422,37699,110763,9
5,2,15031,15029,144732,52382,20350,9
5,3,17116,17113,93166,122128,143390,3
3,2,161513,161488,90776,47115,47020,4
4,2,74395,74381,58994,148452,52385,4
3,1,147182,147161,106696,17154,103006,4
3,2,151107,151086,64501,128157,118015,4
2,2,86413,86399,146575,6739,66159,9
4,4,69984,69970,11682,80159,147925,7
4,2,50817,50809,36031,111898,40653,4
1,4,107992,107974,44837,115205,154110,3
4,1,52640,52632,90322,63576,47448,4
4,1,55394,55386,110965,104372,8926,7
2,4,96134,96119,9013,163355,115857,10
5,2,2833,2833,46964,114343,35522,5
5,3,33098,33092,30392,152993,10070,4
2,1,97684,97668,106195,55923,102244,7
5,3,28103,28099,150069,22123,61915,4
5,2,28614,28610,48107,93965,45688,3
3,2,142505,142485,139447,35224,94113,4
5,1,22717,22713,98874,21061,110863,7
3,2,136976,136956,123139,73682,90495,7
5,3,22621,22617,66879,60617,144798,7
4,3,58225,58214,58653,36106,124490,7
5,1,6754,6754,146640,59691,101637,9
5,1,17081,17078,48450,90237,5553,3
5,2,36044,36036,8463,37577,27152,3
3,2,158945,158920,85222,128066,19631,7
5,2,20772,20768,93493,55410,65685,3
1,4,117278,117260,113081,122648,161442,3
3,2,152586,152563,21996,77152,20269,7
2,4,92023,92009,85249,81258,153510,7
1,4,114877,114859,71433,39263,152939,7
2,2,103248,103232,106215,21505,127835,7
2,1,90956,90942,129437,44628,138976,4
5,1,8720,8719,150066,125291,151652,6
4,2,54056,54048,83183,9964,8550,4
5,3,8663,8662,1241,18089,132911,6
2,1,96540,96525,133012,41441,77302,4
5,1,31623,31617,113014,40185,106897,7
5,2,9741,9740,97241,103316,5980,7
5,2,17609,17606,94372,111854,15744,8
3,2,138950,138930,9922,21708,45446,6
3,2,143514,143494,114570,58775,94436,7
5,1,39689,39681,116685,121880,16400,3
5,3,1185,1185,28642,85773,149707,3
5,3,40536,40528,82394,37472,131155,7
4,1,75055,75041,2023,84260,22222,6
2,2,95242,95227,110363,8214,24257,4
1,2,127109,127089,78328,162722,50634,4
3,4,153801,153778,22524,147943,141718,5
3,3,144782,144762,28271,139372,58555,4
3,4,145756,145735,138626,104843,161025,3
5,4,1007,1007,91568,144179,151838,7
1,4,120479,120461,83116,33681,148786,7
2,4,85167,85153,163383,348,164038,4
4,2,52632,52624,117527,118777,16774,4
1,3,113385,113367,16833,153009,51435,4
2,4,85339,85325,158851,77833,117780,10
2,2,104400,104384,56885,134200,26612,3
5,1,22768,22764,89334,31464,113421,7
4,2,55051,55043,92045,40523,120749,7
5,2,30761,30755,134607,39975,88653,10
2,4,83918,83904,20940,161723,123115,5
1,2,123400,123382,86958,19112,116317,4
5,1,33356,33350,78114,137005,76621,4
2,3,94845,94830,154310,4005,11030,4
3,3,140727,140707,155290,20721,59743,4
2,2,94601,94586,28963,12357,15018,7
2,3,99385,99369,110307,100063,16532,4
5,2,8721,8720,59167,116386,12652,6
5,1,40960,40952,130641,69244,20121,9
5,4,3997,3997,125145,15323,158653,3
2,3,91605,91591,87250,57192,124368,7
2,1,80651,80637,133744,62249,104877,9
5,1,3936,3936,124956,20719,65732,3
5,1,6940,6940,148177,63397,45362,9
4,3,64643,64630,27928,66431,130591,7
3,3,143560,143540,96349,1316,157420,7
1,2,109455,109437,153760,39615,90711,9
4,2,65195,65182,102553,105435,7127,4
1,2,119140,119122,54792,145430,112996,10
5,4,1814,1814,163563,56015,123035,4
1,1,109081,109063,108523,18109,94769,7
3,1,138053,138033,58487,151935,130733,4
2,4,102598,102582,159204,2482,71446,4
5,3,28591,28587,42968,71296,134394,3
3,2,150260,150239,143141,47345,66373,9
1,3,110090,110072,129640,109221,134341,3
3,4,162727,162702,126659,28447,148025,7
1,3,121960,121942,37519,97448,127821,5
4,4,51716,51708,87008,139532,139755,7
4,1,55649,55641,81140,112662,32497,9
1,4,111245,111227,1282,5368,23968,4
1,3,129579,129559,17994,158979,87212,4
1,3,112365,112347,64342,65146,132950,3
1,3,119865,119847,148090,27213,49772,4
3,1,133856,133836,74560,116551,64335,7
5,2,5983,5983,123651,74443,126808,7
1,3,110409,110391,2958,163415,128429,4
2,4,77374,77360,58023,61248,159262,3
1,3,115630,115612,111273,13922,110316,9
3,2,152034,152013,137549,131450,52291,3
4,1,48755,48747,91273,86623,17272,9
2,1,91094,91080,114661,6210,132893,10
5,4,8962,8961,29513,96534,162297,3
3,1,164385,164360,3984,62607,14311,6
4,1,56824,56813,138832,130469,64276,3
4,2,70070,70056,37210,76653,33791,7
1,2,119748,119730,108814,57172,89167,4
5,2,27992,27988,130135,18687,27786,4
2,2,101399,101383,51025,106203,15672,3
4,2,49883,49875,65404,130904,78387,4
4,4,64180,64167,162971,120923,162370,3
1,1,121582,121564,52867,162626,126865,4
4,3,43763,43755,21705,79754,146576,3
5,4,40574,40566,87891,50466,142083,7
5,3,15536,15534,56737,110227,126116,3
3,4,135003,134983,24160,39001,146617,5
5,3,19665,19661,15556,131403,27951,4
5,1,42787,42779,17475,35536,16192,5
2,2,82668,82654,63692,105814,89876,7
3,3,145297,145277,18528,22522,21092,6
3,2,157784,157760,17429,44211,11649,6
1,3,120562,120544,95305,16335,128987,7
1,1,107346,107329,50806,140886,62686,5
3,2,163524,163499,69497,149857,85109,4
1,2,112427,112409,116513,74560,111251,1
4,3,74872,74858,35317,87499,145055,3
4,1,65877,65864,53355,162119,100169,4
1,3,119366,119348,130590,21099,154051,3
1,4,111645,111627,141303,119093,156391,3
3,1,153887,153864,67343,144883,109031,4
2,1,93838,93823,24229,127332,1546,4
5,4,24497,24493,7948,157058,49925,4
5,3,34244,34238,76544,70248,73667,6
4,4,44364,44356,62297,21800,137600,7
4,4,62243,62232,149722,9904,74648,4
3,3,164337,164312,12115,15910,11060,6
4,4,68583,68569,10667,152034,78860,4
3,4,150275,150254,119449,63503,134779,9
5,3,14216,14215,83996,69330,136275,7
1,3,106196,106179,91736,139946,139898,7
4,4,52627,52619,161620,45824,7735,4
5,2,31012,31006,123803,129515,55868,3
5,1,29896,29892,65962,59679,83875,3
5,3,3686,3686,26788,160057,65587,10
3,1,149201,149180,51795,66078,73610,3
5,2,38976,38968,125432,88162,79979,4
5,4,19582,19578,8171,143114,121272,5
5,1,31616,31610,109903,29147,106498,7
4,3,53172,53164,16674,127474,95085,5
4,1,68958,68944,34809,102384,28584,5
4,4,70116,70102,11663,81760,153572,7
5,1,8674,8673,56301,119962,18978,6
3,1,134538,134518,102374,46789,21164,4
2,1,91694,91680,94480,60236,58839,7
2,3,79668,79654,79739,40610,128645,7
3,2,139994,139974,26614,38033,25036,7
1,2,129056,129036,137323,11833,4203,4
4,2,58994,58983,110842,106740,19812,4
4,4,68161,68148,85698,131952,159707,3
4,2,71523,71509,62925,119819,89555,4
5,3,33018,33012,31481,153355,46176,4
5,1,30873,30867,142398,93557,31005,10
1,1,132873,132853,8056,73859,46243,6
1,1,113315,113297,30701,121820,134916,4
2,4,75888,75874,99381,150821,154056,7
2,3,89662,89648,139450,95956,98766,10
5,2,4433,4433,151947,19777,106065,4
3,3,135073,135053,20808,157504,62025,5
5,3,18119,18116,112358,108572,115722,11
4,3,55718,55710,111779,26035,119672,9
2,1,91285,91271,12813,17174,162207,3
4,4,69928,69914,10111,83958,148760,7
3,3,145535,145515,17259,99666,71300,10
2,1,79950,79936,90364,49492,86643,7
5,2,15307,15305,142385,74321,27015,2
2,1,105360,105343,3487,46807,25550,4
3,4,144729,144709,1671,119219,112408,4
3,2,134338,134318,111141,80284,116887,4
1,3,108686,108668,133652,107790,146685,3
2,3,96954,96939,37003,71944,125739,3
5,2,16823,16820,35849,107844,18036,4
1,1,126204,126184,153387,4473,132771,9
4,1,68634,68620,85926,132964,118730,4
3,4,160327,160302,2422,152008,100383,5
1,3,105922,105905,119696,101411,140294,8
3,2,154115,154092,59242,156717,121711,4
5,3,37080,37072,73207,16730,134577,3
1,4,123077,123059,44731,8823,115702,7
1,1,108875,108857,91109,74324,7089,7
4,3,46251,46243,15992,127614,84319,4
5,3,30292,30288,150629,12969,87386,4
4,1,43847,43839,101580,130258,34019,3
2,2,97640,97624,112002,7297,123283,7
1,4,110996,110978,16005,19748,19765,6
5,2,2061,2061,139944,12866,49188,4
4,3,54102,54094,145987,18566,101842,4
5,1,26325,26321,27822,40443,9612,3
3,4,153340,153317,159542,13414,94563,4
4,2,48054,48046,105529,72469,63185,7
2,2,96016,96001,53239,156665,110510,4
3,2,140190,140170,15027,40620,7693,7
5,4,22722,22718,64357,69640,144933,7
5,1,36290,36282,98255,72211,9812,4
3,2,156341,156317,142290,35661,87894,9
5,3,27826,27822,155049,31627,26559,4
3,4,149539,149518,61224,62173,149956,7
5,3,27186,27182,101038,142844,119913,11
1,3,120159,120141,93040,31406,126441,7
3,2,152813,152790,24064,100809,43372,11
4,4,44680,44672,24258,88229,160011,3
3,1,164339,164314,7579,94422,66127,6
4,1,44645,44637,36377,20323,21602,3
5,2,8942,8941,37968,56504,52510,3
3,2,135734,135714,22124,107568,33779,3
3,2,156447,156423,143880,33386,87713,9
3,2,146082,146061,36521,71409,26624,3
4,3,66285,66272,116457,44387,109491,1
3,3,156559,156535,101157,54816,98111,9
5,3,22989,22985,73261,53630,143910,7
4,3,54071,54063,146379,39283,109289,4
5,4,242,242,86508,123920,158025,3
3,4,162249,162224,51298,79162,136826,7
3,1,152483,152460,21270,104551,77468,7
1,3,121106,121088,120768,51580,72898,2
2,3,79228,79214,140103,74870,125286,10
5,3,1053,1053,88754,145019,122543,7
1,4,125756,125738,64962,43270,148399,7
5,2,31243,31237,103376,45336,108767,3
3,1,134731,134711,89341,83072,3304,10
2,3,91185,91171,141237,25464,46113,10
5,3,8005,8004,13472,120007,40472,4
4,4,45115,45107,160228,29288,57809,4
2,4,98142,98126,116827,55596,132298,9
2,1,86889,86875,116226,117693,10932,2
1,2,116752,116734,36950,55322,164454,6
1,1,123363,123345,120936,32508,56562,1
1,1,120335,120317,124911,65035,4483,7
5,4,16359,16356,25317,47277,130185,5
4,3,57345,57334,54738,80026,62948,4
5,1,10196,10195,121008,123380,3771,3
2,1,104547,104531,67350,147741,57734,4
3,1,155547,155523,88021,61188,46962,3
2,2,93515,93500,9516,56665,13639,6
5,1,31903,31897,127079,34425,101038,7
3,2,163940,163915,48584,141854,41786,10
2,1,93531,93516,6322,115137,54717,6
1,4,120919,120901,105082,6820,117114,9
2,1,79171,79157,138196,82892,94811,10
1,4,115882,115864,139240,86362,120525,2
3,1,135096,135076,41201,147053,126710,5
5,1,1268,1268,16004,84409,1101,3
3,2,137719,137699,154138,44265,99078,9
5,1,4875,4875,145715,14693,99202,4
4,2,49399,49391,92770,59258,19286,2
3,3,136871,136851,89857,34862,141793,7
2,4,104863,104846,13208,158754,69828,4
4,2,69063,69049,41560,48298,55109,6
5,4,18091,18088,116564,143332,123251,11
3,2,147419,147398,139533,112582,105774,10
4,1,45268,45260,81652,56727,95591,4
1,3,117672,117654,40129,109812,122297,7
5,1,31774,31768,114052,36487,106576,7
3,4,156067,156043,86841,50621,151785,7
5,2,31837,31831,126114,37936,70916,7
3,3,137223,137203,92133,54825,144313,7
5,2,25142,25138,38316,119324,41235,10
4,1,58948,58937,68698,23832,12794,4
2,4,105590,105573,51212,107330,124204,10
1,4,118873,118855,2688,149075,102478,4
3,2,133532,133512,100182,119579,34525,7
3,4,157157,157133,13487,143974,4089,4
4,3,58595,58584,1490,112988,133422,3
4,4,46993,46985,157782,37734,20589,4
5,4,14735,14733,113267,27405,118872,9
3,3,137580,137560,130363,40578,67130,9
1,4,125799,125779,65006,48702,147408,7
5,1,36446,36438,108700,63880,102393,4
2,2,95323,95308,92282,7824,36682,10
5,2,4846,4846,149639,37589,59349,4
1,1,118242,118224,117157,15642,113895,4
5,1,12905,12904,127981,19174,43078,4
1,2,117660,117642,90399,110148,35634,7
3,2,140965,140945,130744,121996,44176,10
4,1,62620,62607,95052,162810,21220,3
1,3,113277,113259,35202,102669,80013,4
1,3,120109,120091,113195,77151,140980,8
5,3,16122,16119,134746,150843,154763,10
5,1,13082,13081,128648,15780,32391,4
4,3,71677,71663,141860,130528,161162,4
1,4,118326,118308,160982,3855,83686,4
1,4,117753,117735,34524,89197,132337,7
2,3,76163,76149,96394,144003,130720,7
5,1,40733,40725,137725,46342,60090,7
3,1,159702,159677,121992,59264,41927,4
5,1,23159,23155,103093,22486,77190,7
5,2,35205,35198,100625,120552,28422,8
5,2,27693,27689,119958,27856,84840,4
5,2,36331,36323,124508,56364,89380,4
1,3,132704,132684,32010,23426,45038,6
4,1,52288,52280,100044,28057,95910,4
5,4,27501,27497,14406,62228,152803,3
4,3,64795,64782,32245,78768,145879,11
2,4,76078,76064,105841,147110,151863,7
4,2,74571,74557,58947,146923,44334,4
3,2,146405,146384,25357,100247,66739,7
4,1,59110,59099,85441,56708,69367,4
4,3,57034,57023,36902,116514,68985,6
5,4,21864,21860,130298,93836,156611,3
5,3,25168,25164,142267,132937,163125,10
1,4,118552,118534,97265,26123,153873,3
1,2,106274,106257,104227,129162,41484,7
4,2,54798,54790,49664,80535,44905,3
5,3,8449,8448,52649,128346,108839,5
5,2,35131,35124,90735,129618,9824,8
1,1,126828,126808,82368,130172,67980,5
5,4,39534,39526,104545,93040,81254,10
4,1,60458,60447,78953,50877,60895,1
1,1,113766,113748,50836,112143,128787,10
5,3,26856,26852,109523,116611,129522,7
1,1,106900,106883,117409,7438,104914,4
4,4,47531,47523,155727,12053,59183,10
4,1,46989,46981,82971,30265,78665,4
4,1,64842,64829,49251,38299,96582,3
1,3,130096,130076,133548,79196,148577,1
3,4,163593,163568,9446,145831,73778,4
3,3,149947,149926,86065,80430,135465,7
4,2,52590,52582,132016,84705,24103,4
5,4,13457,13456,124231,84791,149950,10
5,4,23066,23062,67142,56357,152815,7
2,1,95881,95866,86086,162460,84482,4
5,2,30080,30076,121920,46992,118755,4
3,2,150900,150879,61820,131021,100494,4
1,4,109146,109128,69224,17290,148222,7
2,1,77095,77081,121593,14573,92319,4
1,3,111815,111797,47914,20804,119354,7
4,4,59311,59300,153401,78334,128805,10
3,4,163065,163040,117182,34014,138539,9
4,2,58527,58516,11102,84847,20661,3
1,3,118827,118809,13719,142213,117051,4
5,4,29359,29355,19785,149620,126903,10
3,3,147088,147067,156102,81261,80617,4
5,4,16313,16310,22343,90563,155980,3
3,4,162384,162359,50231,64850,139834,7
3,3,136048,136028,153582,65084,35082,4
2,4,96248,96233,43675,87356,157988,3
5,1,6289,6289,126943,21718,82478,7
3,2,146512,146491,17378,89729,66227,7
5,2,41882,41874,75857,126632,70806,4
5,4,17353,17350,158434,112575,162778,3
4,1,49065,49057,88115,92554,68,9
5,1,18084,18081,110468,120386,56076,11
4,3,64336,64323,31272,72779,127649,8
1,4,115285,115267,91640,31433,154238,7
3,4,162812,162787,120350,47550,122222,9
3,2,136042,136022,131933,88110,61290,4
1,2,121382,121364,68680,148818,129364,4
2,3,93227,93212,19610,155046,122308,4
1,1,114820,114802,127875,100799,31322,7
4,1,44222,44214,64350,102999,94611,7
2,2,102034,102018,42459,104756,119520,10
4,3,70140,70126,19760,79876,132057,7
3,4,150194,150173,125306,75601,126082,9
2,1,99033,99017,33998,104673,39346,3
1,1,111409,111391,49636,104711,30300,4
2,4,76179,76165,100624,150303,150659,7
2,4,78108,78094,27496,144871,136591,10
3,4,158584,158559,88814,141141,141128,7
5,3,35556,35549,103628,133207,118860,7
4,1,69289,69275,17022,72606,19747,4
3,4,145130,145110,7887,3930,107431,5
1,3,130917,130897,89920,65591,147372,7
5,4,3957,3957,131615,78762,163345,3
4,1,75518,75504,25292,64366,12807,3
4,3,57100,57089,42387,117188,68141,6
3,1,134690,134670,102806,53766,29208,4
2,2,87548,87534,38051,129147,46772,10
3,4,136639,136619,94721,80278,147556,7
3,4,154877,154853,160498,62557,77276,4
4,3,74820,74806,32035,148466,78392,10
2,3,80028,80014,86543,39779,128680,7
4,4,67965,67952,109431,32951,115697,9
1,3,113863,113845,79840,99161,142193,3
5,3,20610,20606,104612,67511,137480,3
3,3,143239,143219,96566,1199,156915,7
5,3,24293,24289,33543,122433,145393,3
2,3,85214,85200,156376,10524,82215,4
3,1,140459,140439,124928,62413,44740,4
1,3,133168,133148,43446,109109,147952,3
1,1,106796,106779,103505,17033,79020,4
3,3,164491,164466,31603,68039,10979,4
4,1,45347,45339,70200,81923,65301,4
2,3,76203,76189,99180,151766,136516,7
2,1,83167,83153,88040,12114,38958,1
5,4,43577,43569,19844,83555,160931,3
4,2,63378,63365,42060,76348,54914,5
5,3,5534,5534,103275,89860,119465,3
5,3,38700,38692,135800,28477,148524,1
5,4,31997,31991,113833,42111,153017,7
1,3,126652,126632,118310,41662,71117,9
3,2,143958,143938,144394,71079,37688,9
5,2,41307,41299,132847,92964,51195,9
2,3,102836,102820,145034,35046,47468,10
5,4,37184,37176,58728,90765,130432,5
2,4,89943,89929,8644,143122,70643,5
2,1,104910,104893,66424,146581,43348,4
4,3,49570,49562,46989,153047,141445,5
2,3,89624,89610,148360,24254,138569,10
3,4,149762,149741,63762,59768,151018,7
1,3,127183,127163,16482,122438,115384,4
5,2,14357,14355,105740,63633,119434,7
1,3,122134,122116,36221,55840,8033,6
3,1,162074,162049,89929,98472,23479,3
4,3,67491,67478,84086,64835,129343,7
5,3,15171,15169,113018,23725,80426,9
5,3,22368,22364,70338,51456,140441,7
5,3,37472,37464,20327,133320,106229,4
4,2,48573,48565,96380,73768,39234,7
4,2,48928,48920,93190,115026,12227,9
2,3,80424,80410,124083,72249,120632,9
3,1,160017,159992,159508,126599,164479,10
1,3,120321,120303,91196,34838,125884,7
2,3,85609,85595,7699,90975,129969,3
2,2,89721,89707,129397,111679,64565,10
5,4,15251,15249,110264,31400,145705,2
4,1,72910,72896,42483,90570,4985,3
5,2,41820,41812,74182,126566,68435,4
5,4,5657,5657,66768,64487,155249,7
1,2,106170,106153,99294,114733,27397,7
5,2,31938,31932,129732,49554,111177,7
3,4,155095,155071,160600,56783,72688,4
1,4,114690,114672,76213,76885,151708,3
4,3,58606,58595,6041,100952,140495,3
5,1,15726,15724,60426,155168,73656,4
3,3,156139,156115,124528,45401,126850,7
1,3,121102,121084,118729,46171,87934,2
4,1,64478,64465,62474,26867,80614,7
2,2,102830,102814,119679,103720,3894,10
1,4,117262,117244,83570,105068,161274,3
5,2,40488,40480,98509,64779,117430,7
4,2,47233,47225,81362,2579,16925,4
3,1,155476,155452,51752,79117,43588,3
1,2,123396,123378,109174,87520,113834,4
3,2,146764,146743,65118,36571,28107,1
5,1,24130,24126,73460,96685,23618,2
3,4,155751,155727,69314,51941,145684,7
4,2,50576,50568,42204,118872,74038,6
1,3,132497,132477,26160,160541,102074,10
2,4,78191,78177,34415,124883,149315,3
2,2,103353,103337,102265,16055,115080,7
1,4,119929,119911,152521,45684,127443,10
3,4,144242,144222,133983,124242,156388,3
1,4,114672,114654,72133,98338,153955,3
4,3,65871,65858,18703,119551,42744,4
5,4,36170,36162,104359,35260,162152,1
5,3,34574,34568,97782,114132,6440,10
5,1,23836,23832,141719,54146,55929,9
5,3,36230,36222,154421,26461,57655,4
5,4,3218,3218,3740,136732,51950,4
4,3,47563,47555,147496,28748,85582,10
5,2,27918,27914,121981,4243,16999,4
3,4,152861,152838,17507,100411,156043,11
2,1,104878,104861,68258,149290,50560,4
3,4,144276,144256,133165,130532,155539,3
1,1,113372,113354,61545,139585,117988,4
3,2,154466,154443,41599,97522,68938,3
4,1,66364,66351,69249,34932,13433,4
5,2,39036,39028,123603,75316,54660,4
3,3,161244,161219,124812,17237,104957,1
3,2,143740,143720,133026,57604,88285,7
1,1,118968,118950,62130,161876,109601,4
3,4,152627,152604,19657,8883,138481,7
3,4,152827,152804,16882,111727,88483,11
5,1,24301,24297,74109,128497,5720,5
3,1,158030,158006,7912,33425,13317,4
4,1,60087,60076,84302,154205,108870,4
4,2,63406,63393,49590,99342,10988,5
5,1,20514,20510,144930,93748,156845,3
5,4,4344,4344,163337,32784,76857,4
4,3,57184,57173,40091,47769,56344,4
1,4,121640,121622,12075,145682,61703,4
3,3,134654,134634,150851,17589,51914,4
3,2,154937,154913,124740,22354,43719,4
4,3,59239,59228,152884,70937,26894,4
4,1,74235,74221,1653,106766,162671,5
1,3,116171,116153,25968,148010,101029,4
2,2,104733,104717,74272,132040,120906,4
3,3,159150,159125,76967,127449,138694,11
4,2,59414,59403,119963,126236,51871,3
3,2,140020,140000,13165,28774,61135,7
3,2,135525,135505,46743,129893,82351,4
1,4,116342,116324,8033,150575,61555,4
3,1,164306,164281,2702,84953,60729,6
2,2,93144,93129,62002,133808,90954,4
1,2,122943,122925,58119,69020,9625,7
2,3,78355,78341,83703,127482,143641,3
5,1,15999,15996,59974,156515,71072,4
5,2,8533,8532,61409,150358,9110,5
3,2,156417,156393,142943,31567,95574,9
5,4,18562,18559,162154,16274,44747,4
5,2,33007,33001,68714,128055,107831,4
2,3,103397,103381,91181,67260,141359,7
3,4,142616,142596,160056,90149,109219,4
5,3,24395,24391,18840,123689,22271,4
4,1,74514,74500,66162,122229,126559,4
5,2,28772,28768,43668,94787,85724,5
2,3,76533,76519,79736,28296,154028,3
5,2,28540,28536,88988,86508,7877,3
1,2,108033,108015,129838,11287,108357,3
5,3,25637,25633,95082,90728,135252,6
5,1,2718,2718,80801,109326,154,3
5,1,2274,2274,141526,85015,36252,4
3,2,138286,138266,63631,160631,89624,4
2,1,89332,89318,99354,81226,26948,4
3,4,141742,141722,10560,137715,80269,4
2,1,101046,101030,106839,36242,97508,4
5,2,9166,9165,153378,122990,83042,3
1,3,107155,107138,142395,72723,148460,3
1,4,122210,122192,53700,48490,119974,6
5,2,29488,29484,43403,111289,45348,3
3,2,164500,164475,7757,18165,22967,4
3,1,135630,135610,44181,117600,1437,10
2,1,103728,103712,130810,67802,105429,7
5,2,6822,6822,155441,59673,24627,9
1,3,117793,117775,47652,112084,119183,7
1,4,132021,132001,6713,158768,49485,4
2,3,92967,92952,22927,147899,114497,4
3,3,145196,145176,20325,60449,11598,6
4,3,54820,54812,45981,71065,150564,3
4,4,64277,64264,78164,141417,157061,3
4,1,49441,49433,102103,106040,66312,3
4,1,64826,64813,47435,28479,74229,3
5,1,13612,13611,108108,147652,4827,3
1,3,118830,118812,16410,146622,88629,4
2,2,96141,96126,31269,129384,80469,10
3,4,156095,156071,85503,32214,154442,7
3,1,149751,149730,108305,41462,26498,7
2,1,94191,94176,34750,15429,10862,8
3,1,160250,160225,33897,108237,53171,5
3,3,139700,139680,54223,98585,139318,3
3,3,137604,137584,135050,45058,73927,9
2,1,75906,75892,106423,126592,64706,7
2,3,76093,76079,97314,153664,133966,7
3,2,158579,158554,83567,116219,785,7
2,1,105607,105590,2154,13359,1768,10
5,2,1398,1398,150563,42177,114831,4
5,1,26015,26011,37810,86867,24759,10
3,4,154266,154243,10791,135546,70078,4
4,2,56645,56634,61617,86327,12472,10
2,1,80977,80963,68164,127778,67828,4
2,1,83890,83876,40313,101728,30644,5
3,3,141097,141077,128056,122400,128191,3
4,3,59942,59931,23481,112481,15183,4
1,1,107835,107817,70243,150427,114627,10
5,3,4542,4542,157733,14523,77661,4
3,1,156544,156520,143259,64135,26256,9
2,1,94303,94288,39281,15338,102829,7
2,1,91360,91346,44367,112237,60065,3
3,1,148096,148075,49819,123273,134847,10
3,2,134795,134775,107449,78579,59651,10
5,4,25634,25630,135561,136615,101387,6
4,3,47873,47865,66180,98083,148402,3
3,3,136577,136557,129077,68248,146349,3
3,1,135680,135660,34455,92199,33883,10
2,1,88647,88633,24225,85897,86982,7
4,4,69970,69956,12818,82027,149093,7
3,3,153495,153472,125520,36640,135299,10
3,3,158624,158599,88541,141847,127381,7
3,2,162244,162219,104602,70879,117762,7
5,1,17880,17877,123732,111700,101493,7
4,1,53929,53921,98036,82275,59287,3
3,3,139068,139048,10925,125615,101319,4
5,4,17991,17988,78322,141898,145978,7
1,3,114798,114780,87733,50260,148389,7
3,2,145817,145796,4430,89588,17985,3
2,3,105387,105370,40376,163101,141519,4
3,3,154893,154869,154435,19917,94419,4
4,1,45825,45817,68622,159314,87292,5
4,3,45750,45742,138112,128103,162274,5
1,1,114298,114280,135593,49850,77737,4
2,3,91809,91795,89651,59044,149866,7
5,3,31520,31514,79913,75156,155489,7
5,1,32143,32137,132241,36616,76166,9
5,2,2972,2972,56946,143798,96741,5
1,2,126722,126702,142415,131007,121941,2
1,1,130944,130924,127020,104997,18095,7
1,2,126481,126461,53590,2709,123463,9
2,1,78451,78437,72894,119830,6276,3
4,3,64234,64221,114456,112925,139378,3
1,3,119611,119593,146530,9995,85723,4
3,3,135754,135734,48703,58789,152959,3
1,4,121095,121077,122041,30526,136635,2
5,1,37452,37444,73824,144794,99091,4
3,1,136338,136318,136981,99648,91049,10
2,2,104876,104859,77904,136828,109982,4
5,1,28858,28854,68380,141107,53711,4
1,3,113492,113474,17055,139422,89092,4
5,4,1394,1394,163394,1138,86590,4
1,4,113226,113208,2660,132113,102111,5
4,2,63170,63157,65277,129175,45213,4
2,2,97803,97787,148974,5274,108315,9
1,1,120294,120276,123609,57078,16178,7
2,2,103113,103097,81875,117809,57554,3
3,3,158038,158014,34701,65962,14846,4
5,4,3211,3211,3524,137812,55764,4
3,2,134410,134390,120054,5774,19153,4
3,1,163390,163365,85623,136973,81529,5
5,2,13563,13562,101851,160423,76449,3
2,2,105292,105275,24049,11163,1528,6
1,4,131386,131366,138281,207,106730,9
1,3,118352,118334,155827,35624,127703,4
3,1,144656,144636,69258,157330,125503,4
3,1,154608,154584,104589,41257,83591,1
4,3,45936,45928,15313,126916,68344,4
3,4,148624,148603,156909,55541,53980,4
4,4,67589,67576,76748,84594,150065,7
4,2,70957,70943,136672,138639,32270,4
4,1,52294,52286,99741,33619,108255,4
5,1,23987,23983,144119,84612,114305,9
4,1,61842,61831,92783,99655,38283,1
2,4,82343,82329,122039,140469,161518,3
4,4,75135,75121,72163,47886,14288,6
4,1,66298,66285,66884,50780,47920,1
5,1,30957,30951,143184,93275,49244,10
4,2,53741,53733,31557,78859,33443,10
4,4,66343,66330,153566,59812,27090,4
3,3,151863,151842,723,4478,71064,10
2,1,104312,104296,108452,103320,7215,2
5,1,3376,3376,60005,160651,116224,4
1,4,108500,108482,163228,64873,100224,4
1,3,113498,113480,20845,146257,79916,4
5,3,4247,4247,146476,35899,147815,1
5,3,35231,35224,82571,149001,116829,7
4,2,73384,73370,111366,73315,74823,7
3,2,152647,152624,21754,77744,19781,7
1,1,118205,118187,116154,68542,113651,4
